epoch,Lc_loss,Lr_loss,Pm*_loss,Pm_avg,Pm_loss,Pm_pitch,Pm_roll,Pm_yaw,loss,lr,val_Lc_loss,val_Lr_loss,val_Pm*_loss,val_Pm_avg,val_Pm_loss,val_Pm_pitch,val_Pm_roll,val_Pm_yaw,val_loss
0,20.378145217895508,20.373382568359375,6.334137439727783,0.5115311741828918,3.856499195098877,0.4400051236152649,0.7981076240539551,0.2964807450771332,2.2427194118499756,0.08,42.47079086303711,42.46530532836914,6.536524295806885,0.9952725172042847,10.332387924194336,0.4165293872356415,1.8290824890136719,0.7402054667472839,4.586565971374512
1,13.861355781555176,13.850584983825684,6.016862392425537,0.19971784949302673,2.8730063438415527,0.1749211996793747,0.2933342158794403,0.130898118019104,1.5645278692245483,0.08,19.953100204467773,19.932872772216797,6.271543502807617,0.21214482188224792,4.764703750610352,0.15146629512310028,0.3000577986240387,0.18491032719612122,2.2163634300231934
2,12.433603286743164,12.417088508605957,5.878878593444824,0.16008895635604858,2.5908522605895996,0.14463362097740173,0.22882293164730072,0.10681028664112091,1.412906289100647,0.08,16.031591415405273,16.00926399230957,6.10467529296875,0.17698612809181213,3.8394196033477783,0.12985192239284515,0.24534712731838226,0.1557592749595642,1.8019417524337769
3,11.700698852539062,11.677864074707031,5.857198238372803,0.14288464188575745,2.4787638187408447,0.1292625367641449,0.20407536625862122,0.09531597793102264,1.3365346193313599,0.08,17.61280632019043,17.556833267211914,6.069228172302246,0.16034023463726044,4.254286766052246,0.11392531543970108,0.23290954530239105,0.13418585062026978,1.9659274816513062
4,11.260416030883789,11.231035232543945,5.848196029663086,0.13165460526943207,2.4155197143554688,0.11950209736824036,0.18668581545352936,0.0887758880853653,1.290671467781067,0.08,17.15318489074707,17.08387565612793,6.040682792663574,0.1395200490951538,3.81023907661438,0.10868306457996368,0.16177250444889069,0.14810460805892944,1.9097281694412231
5,10.911691665649414,10.875487327575684,5.831257343292236,0.12370580434799194,2.3622021675109863,0.11280861496925354,0.1744692325592041,0.08383955806493759,1.2540124654769897,0.08,16.540836334228516,16.502620697021484,6.204646587371826,0.12966124713420868,3.7326347827911377,0.10201721638441086,0.1718137562274933,0.1151527687907219,1.851718544960022
6,10.656768798828125,10.613930702209473,5.829104423522949,0.11843331158161163,2.32008957862854,0.1079573705792427,0.16738417744636536,0.07995837926864624,1.2272776365280151,0.08,16.326000213623047,16.218278884887695,6.087246894836426,0.13279637694358826,3.741957664489746,0.09083397686481476,0.1909436583518982,0.11661145836114883,1.824565052986145
7,10.447064399719238,10.397582054138184,5.8309326171875,0.11401363462209702,2.2799572944641113,0.1031593531370163,0.1619398146867752,0.07694171369075775,1.2051886320114136,0.08,15.371637344360352,15.229116439819336,6.149505138397217,0.13356320559978485,3.6221601963043213,0.08672871440649033,0.14812414348125458,0.16583673655986786,1.7262051105499268
8,10.291548728942871,10.2355318069458,5.812195777893066,0.11035271733999252,2.2442502975463867,0.1009998694062233,0.15531034767627716,0.07474790513515472,1.1882054805755615,0.08,15.150809288024902,15.072463035583496,6.014371871948242,0.10037028789520264,3.5329442024230957,0.0842994898557663,0.14505638182163239,0.07175496965646744,1.7028120756149292
9,10.154559135437012,10.092452049255371,5.8164825439453125,0.10794758051633835,2.215698480606079,0.09871864318847656,0.15185688436031342,0.07326720654964447,1.1737017631530762,0.08,14.580582618713379,14.531376838684082,5.94728946685791,0.08941268920898438,2.8688604831695557,0.08671631664037704,0.11387763917446136,0.06764410436153412,1.632587194442749
